ColxCvi_2cell	CvixCol_2cell	unwashed_ColxCvi_8cell	unwashed_CvixCol_8cell	ColxCvi_8cell	CvixCol_8cell	ColxCvi_eg	CvixCol_eg
AT5G24314	31.39	34.87	60.08	69.35	40.55	40.68	107.36	67.32
AT5G24316	7.68	21.55	27.78	8.83	1.61	15.45	7.96	12.42
AT5G24318	3.64	0.73	0.56	0.92	0.56	2.45	0.19	0.74
AT5G24320	0.75	1.24	0.26	1.28	0.43	0.25	0.29	0.82
AT5G24330	19.02	26.68	7.53	20.11	7.56	13.68	29.07	21.55
AT5G24340	4.11	7.05	2.44	2.23	4.18	8.25	1.9	3.31
AT5G24350	0.59	0.81	0.24	0.81	1.33	1	0.63	0.56
AT5G24352	7.79	4.54	4.08	4.43	0.76	4.8	2.48	7.1
AT5G24355	0	0	7.31	1.79	0	0	0.23	0.28
AT5G24360	3.29	7.05	2.12	4.47	1.31	2.88	2.94	3.14
AT5G24370	0	0	0	0	0	0	0	0
AT5G24380	16.33	13.81	6.81	1.98	5.46	1.72	1.22	1.08
AT5G24390	2.4	5.32	1.8	2.14	3.76	5.58	1.31	2.39
AT5G24400	30.4	35.75	34.89	45.36	28.86	34.95	51.91	42.35
AT5G24410	0	0	5.15	3.96	0	0.39	0.44	0.86
AT5G24420	4.25	12	152.86	60.43	0.8	7.07	2.5	1.09
AT5G24430	19.72	31.02	11.73	10.64	7.59	20.74	5.9	15.12
AT5G24440	0	0	0	0	0	0	0.18	0
AT5G24450	2.98	4.44	1.55	2.6	1.41	3.99	1.9	2.64
AT5G24460	3.49	6.37	9.85	5.63	5.77	11.24	7.3	5.92
AT5G24470	4.53	3.69	3.22	4.39	1.51	5.67	2.99	4.15
AT5G24480	4.51	8.67	1.04	4.25	0	2.01	1.83	1.58
AT5G24490	89.72	42.57	13.7	21.43	16.3	17.29	18.73	18.4
AT5G24500	6.81	12.37	8.96	17.97	13.91	8.68	15.42	12.27
AT5G24510	0	0.39	6.24	3.67	0	0.32	0.48	0
AT5G24520	20.68	15.24	10.94	14.96	18.82	15.35	14.9	18.92
AT5G24530	0	0	1.22	0.4	0	0	0	0
AT5G24540	0	0	0	0	0	0	0	0
AT5G24550	0	0	0	0	0	0	0	0
AT5G24557	0	0	0	0	0	0	0	0
AT5G24560	0	0	0	0	0	0	0	0
AT5G24570	2.62	0	14.41	6.93	0	2.18	0.81	0.48
AT5G24575	0	0	0	0	0	0	0	0
AT5G24580	0	0	8.54	2.44	0	0	0	0
AT5G24590	36.95	52.8	20.35	18.12	30.21	39.5	13.45	37.5
AT5G24600	29.81	37.67	13.78	22.39	24.21	29.59	16.85	23.33
AT5G24610	36	62.62	72.15	82.1	65.85	77.73	112.21	93.45
AT5G24620	7.69	14.26	5.25	10.66	5.04	19.14	3.62	18.77
AT5G24630	11.99	6.68	1.56	4.87	3.37	8.19	3.67	5.49
AT5G24640	9.85	0	0	0	8.5	0	0	0
AT5G24650	69.34	77.2	52.19	76.4	95.86	90.98	114.52	87.46
AT5G24655	0	0	4.36	0	0.57	0	0	0
AT5G24660	21.66	44.43	145.19	53.27	150.59	160.92	147.37	119.59
AT5G24670	20.75	21.84	4.42	8.65	8.21	17.87	9.36	19.56
AT5G24680	12.17	7.82	4.35	4.72	6.74	4.11	5.47	2.73
AT5G24690	20.67	25.05	13.19	18.51	15.53	18.24	8.02	19.55
AT5G24710	7.29	5.39	3.94	5.11	3.73	5.18	1.53	4.57
AT5G24735	11.14	12.03	16.06	3.94	2.26	10.33	4.32	5.47
AT5G24740	1.21	1.76	0.61	0.56	0.71	1.62	0.5	0.96
AT5G24750	5.02	10.77	2.94	7.58	7.64	8.4	4.59	5.95
AT5G24760	2.01	1.86	2.59	3.59	0.6	2.3	1.83	1.13
AT5G24770	0	1.21	62.28	8.26	6.15	0.5	0.12	0
AT5G24775	0	0	0	0	0	0	0	0
AT5G24780	1.86	25.98	477.68	432	22.12	10.79	0.16	0.31
AT5G24790	17.38	29.6	18.17	21.46	30.06	11.18	5.5	12.34
AT5G24800	0	0	23.99	6.29	0	0.92	0.17	0.2
AT5G24810	7.75	13.12	6.04	9.45	1.56	11.14	7.13	11.87
AT5G24820	0	0	0	0	0	0	0	0
AT5G24825	0	0	0	0	0	0	0	0
AT5G24830	1.54	0.11	1.24	1.46	1.45	1.43	1.38	3.68
AT5G24840	57.84	41.04	70.01	61.82	55.56	32.76	51.05	51.81
AT5G24850	2.91	7.18	3.47	1.99	0.44	2.05	0.72	1.7
AT5G24860	0	0	1.03	0	0	0	0	0
AT5G24870	1.39	1.25	0.67	0.73	1.58	1.54	0.86	0.55
AT5G24879	0	0	0	0	0	0	0	0
AT5G24880	0.55	0	0.11	0.18	0	0	0	0
AT5G24890	14.15	8.66	2.39	2.4	2.04	2.24	1.04	2.35
AT5G24900	0	0	0	0	0	0	0	0
AT5G24910	0	0	0.87	2.2	0	0	0	0.11
AT5G24915	0.15	0	0.12	0	0	0.04	0.03	0.11
AT5G24920	0.9	0	5.34	1.39	1.42	2.5	9.55	5.23
AT5G24930	1.25	1.31	4.69	5.61	1.37	1.51	4.02	4.38
AT5G24940	1.81	0.88	2.69	1.56	0.39	2.17	0.86	0.89
AT5G24950	0	0	0	0	0	0	0	0
AT5G24960	0.24	0	0.86	1.18	0	0	1.38	0.33
AT5G24970	13.45	11.26	7.28	10.35	3.75	8.34	7.76	5.87
AT5G24980	38.62	59.67	49.01	34.61	40.61	24.06	36.3	29.49
AT5G24990	0.27	1.72	2.31	2.16	0.39	2.7	1.59	3.37
AT5G25000	0	0	0	0	0	0	0	0
AT5G25010	0	0	1.26	0.93	0	1.3	1.45	1
AT5G25020	0	0	0	0.31	0	0	0	0
AT5G25030	0	0	0.32	0	0	0	0	0
AT5G25040	24.34	31.54	16.44	6.64	24.12	4.38	4.61	2.9
AT5G25045	0	0	0	0	0	0	0	0
AT5G25050	0	0	0.22	0	0	0.17	0.57	0
AT5G25060	25.09	18.59	9.65	12.96	13.27	18.99	9.47	14.55
AT5G25070	5.7	10.31	3.17	9.56	6.06	7.75	3.54	5.66
AT5G25080	117.25	116.43	78.76	97.98	67.03	87.37	51.12	97.87
AT5G25090	227.44	198.71	938.14	316.63	620.44	317.97	402.45	670.38
AT5G25100	39.02	42.4	49.53	58.67	25.08	43.23	36.89	41.98
AT5G25110	0	0	0.31	1.68	0	0	0.4	0.12
AT5G25120	0	0	0	0.29	0.21	0.14	0	0
AT5G25130	0.76	0	0	0.17	2.52	4.08	0.1	0.93
AT5G25140	0.12	0	0.19	0	0	0.46	0.18	0.75
AT5G25150	27.35	26.77	12.8	21.55	11.54	29.25	12.5	24.64
AT5G25160	0	0	0	0	0	0	0	0
AT5G25170	5.54	1.99	10.12	10.91	5.44	14.73	20.33	23.67
AT5G25180	0.33	0	0	0.1	0	0.99	0	0.28
AT5G25190	0	0	0.18	0.58	0	0	0.17	1
AT5G25195	0	0	0	0	0	0	0	0
AT5G25200	0	0	0	0	0	0	0	0
AT5G25205	0	0	0	0	0	0	0	0
AT5G25210	0	0	0.71	0.73	0	0	0	0
AT5G25220	0.35	0.45	4.91	3.58	0.89	0.73	0.42	0.54
AT5G25230	2	2.9	0.55	1.09	0.54	1.42	0.47	0.26
AT5G25240	11.57	20.82	6.67	5.45	5	9.61	1.28	4.54
AT5G25250	0.52	0	0.32	0	0	0	0	0
AT5G25260	0	0.5	0.11	0	2.61	0.96	0	0.84
AT5G25265	8.28	7.78	9.96	11.14	3.85	9.75	3.83	8.83
AT5G25270	15.63	18.73	4.87	4.74	8.59	8.67	1.99	7.05
AT5G25280	39.97	45.82	18.41	14.19	20.63	42.96	18.82	18.45
AT5G25290	0.72	1.59	0.44	0.48	0	0.19	0	0
AT5G25300	0	0	0	0	0	0	0	0
AT5G25305	0	0	0	0	0	0	0	0
AT5G25310	0	0	0	0	0	0	0	0
AT5G25320	0	0	0.23	0.1	0	0	0	0
AT5G25330	0	0	0	0	0	0	0	0
AT5G25340	12.13	14.48	13.04	16.23	10.63	10.09	4.13	6.3
AT5G25350	4.42	5.63	6.74	8.8	3.54	3.43	4.02	4.19
AT5G25360	7.13	8.69	9.22	13.5	2.47	6.42	12.18	13.09
AT5G25370	0	0	0.07	0	0	0	0	0
AT5G25380	0.75	7.77	2.33	1.23	1.44	0.88	1.12	0.55
AT5G25390	0	0	8.41	33.9	0	0.25	0	0
AT5G25400	0	0	0	0.2	0	0	0	0
AT5G25410	0	0	4.23	6.41	3.36	1.75	7.54	5.15
AT5G25415	0	0	2.61	3.2	0.19	2.73	0	2.04
AT5G25420	0	0	0	0	0	0	0	0
AT5G25425	0.79	0	0	0	0.74	0	0	0
AT5G25430	0.46	0	0.52	0.06	0	0.1	0	0
AT5G25440	4.51	0.84	0.54	0.99	0.79	6.59	4.01	9.94
AT5G25450	407.65	482.83	115.85	94.22	263.77	575.51	117.73	286.28
AT5G25451	2.76	10.56	1.68	2.74	6.95	25.35	1.09	23.27
AT5G25460	1.12	1.06	17.71	31.82	1.19	0.73	12.17	3.59
AT5G25470	6.55	16.55	10.11	10.23	8.66	17.88	9.28	11.15
AT5G25475	40.47	64.27	37.43	46.76	35.57	47.84	40.08	40.68
AT5G25480	14.23	8.56	12.62	16.46	5.23	12.64	14.7	15.21
AT5G25490	0	0	0.82	3.34	0.19	2.31	0.78	5.2
AT5G25500	7.87	9.34	13.34	14.01	6.62	4.14	8.92	7.58
AT5G25510	19.17	29.72	24.99	32.68	21.36	18.96	20.57	30.31
AT5G25520	1.3	1.63	1.62	1.78	0.92	6.23	1.67	4.4
AT5G25530	31.48	30.45	13.87	16.77	11.88	19.48	8.09	14.04
AT5G25540	23.03	13.72	19.22	22.09	22.34	22.65	24.17	22.75
AT5G25550	0	0	0	0	0	0	0	0
AT5G25560	56.1	91.79	8.83	18.01	13.19	76.98	14.49	34.41
AT5G25570	19.13	24.85	20.92	18.84	15.66	26.11	30.03	26.62
AT5G25580	53.72	51.01	11.8	24.24	10.6	28.33	16.95	15.23
AT5G25585	0	0	0	0	0	0	0	0
AT5G25590	11.19	5.91	7.89	17.29	8.85	15.55	12.5	15.91
AT5G25600	0	0	0	0	0	0	0	0
AT5G25610	3.49	4.4	54.43	86.04	1.1	2.01	8.72	5.33
AT5G25615	0	0	0	0	0	0	0	0
AT5G25620	0	0	1.58	0.43	0	0	0.14	0.09
AT5G25625	0	0	0.64	0.24	0.71	0.64	0.59	0.7
AT5G25630	0.5	0.84	1.49	5.91	1.34	2.58	5.45	4.91
AT5G25640	0	4.47	0.27	1.17	3.46	0.27	0.9	1.44
AT5G25750	0	0	0	0	0	0	0	0
AT5G25754	35.79	21.97	27	31.48	40.76	35.25	23.69	34.68
AT5G25755	0	0	0	0.08	0	0	0	0
AT5G25756	0	0	0	1.35	0	0	0	0
AT5G25757	159.17	153.21	186.1	190.06	164.38	168.87	140.12	185.35
AT5G25760	16.99	17.82	21.08	18.07	19.09	28.33	14.65	23.11
AT5G25770	6.74	0.79	6.36	1.97	4.23	5.81	3.25	2.61
AT5G25780	35.56	31.96	32.65	37.92	30.76	26.1	20.87	24.67
AT5G25790	0.4	0.89	0.23	0.34	0	0	0.11	0.13
AT5G25800	11.68	7.48	3.66	9.96	7.24	5.94	6.55	10.55
AT5G25810	0	0	0	0	0	0	0	0
AT5G25820	9.57	3.94	2.29	3.18	1.52	1.97	3.15	1.74
AT5G25830	0.14	0	1.24	2.23	0.13	0.29	0.11	0.13
AT5G25840	1.86	0	0	0.31	0	0.48	0	0
AT5G25850	0	0	0	0	0	0	0	0
AT5G25860	0	0	0	0	0	0	0	0
AT5G25870	0	0	0	0	0	0	0	0
AT5G25880	0.51	0.4	7.44	25.2	6.74	20.55	24.74	29.19
AT5G25890	0	0	0	0.96	0	0	0	0
AT5G25900	18.82	30.42	18.7	37.86	23.36	33.68	34.34	51.4
AT5G25910	0	2.07	0.07	0.12	0	0	0.14	0.17
AT5G25920	0	0	0	0	0	0.12	0	0
AT5G25930	8.51	6.47	0.52	3.47	2.27	4.79	2.47	3.87
AT5G25940	89.62	111.37	137.58	98.41	101.66	86.83	106.62	94.21
AT5G25950	0	0	0.23	2.4	0	0	0.11	0
AT5G25955	0	0	0	0	0	0	0	0
AT5G25960	1.88	0.79	0	0.14	1.98	0	0	0
AT5G25970	0	0	0	0	0	0.15	0	0
AT5G25980	1.2	2.14	9.99	87.54	1.25	4.02	0.26	0.22
AT5G25990	1.62	0	0	0.53	0	0	0	0
AT5G25995	28.51	26.4	4.07	6.09	10.3	0.87	1.95	2.3
AT5G26000	0.12	13.88	4.89	110.6	1.45	3.91	0	0
AT5G26010	0	0	0	0	0	0	0	0
AT5G26015	0	0	0	0	0	0	0	0
AT5G26020	0	0	0	0	0	0	0	0
AT5G26030	8.44	13.03	8.12	7.83	4.05	7.44	3.92	6.22
AT5G26038	0	0	0	0	0	0	0	0
AT5G26040	4.74	1.55	1.7	2.66	0.5	2.96	2.31	3.51
AT5G26050	0	0	0	0	0	0	0	0
AT5G26060	6.61	0	0.93	1.71	0	0	0	0
AT5G26070	0	0	0	0	0	0	0	0
AT5G26080	0	0	0	0	0	0	0	0
AT5G26090	0	0	0	0	0	0	0	0
AT5G26100	0	0	0	0	0	0	0	0
AT5G26110	35.25	39.61	29.99	34.52	37.36	34.82	40.97	47.17
AT5G26120	0	0	0.32	0	0	0	0	0
AT5G26130	0	0	0	0	0	0	0	0
AT5G26140	0	0	0	0	0	0	0	0
AT5G26146	0	0	0	0.08	0	0	0	0
AT5G26147	0	0	0	0	0	0	0	0
AT5G26150	0	0	0	0	0	0	0	0
AT5G26160	2.08	1.03	0.31	1.08	0.66	0.13	0.83	1.39
AT5G26170	2.93	0	0.51	0.55	4.94	3.47	0.65	2.49
AT5G26180	18.58	13.65	13.31	16.34	15.07	14.09	12.55	17.45
AT5G26190	0	0	0	0	0	0	0	0
AT5G26200	2.12	2.37	4.92	0.67	1.07	1.49	0.75	5.37
AT5G26210	59.75	76.87	60.95	86.42	75.01	79.61	94.65	103.07
AT5G26220	0.8	10.31	111.35	3.95	3.39	1.24	57.85	0.73
AT5G26230	0	0	1.07	0.7	0	0	0.41	0.12
AT5G26233	0	0	0	0	0	0	0	0
AT5G26236	0	0	0	0	0	0	0	0
AT5G26240	3.36	4.86	1.8	3.63	4.04	5.26	3.06	3.61
AT5G26250	0	0	0.22	0.36	0	0	0	0
AT5G26260	0	0	0	0	0	0	0	0
AT5G26262	0	0	0	0	0	0	0	0
AT5G26270	0	0	0	0	5.7	0	0	0
AT5G26280	0	0	0	0	0	0	0	0
AT5G26283	0	0	0	0	0	0	0	0
AT5G26286	0	0	0	0	0	0	0	0
AT5G26290	0	0	0	0	0	0	0	0
AT5G26300	0	0	0	0	0	0	0.15	0
AT5G26310	0	0	0.4	1.79	0	0	0.1	0
AT5G26320	0	0	0	0	0	0	0	0
AT5G26330	0	0	1.12	0.92	0	0	0	0
AT5G26340	0	0.11	0.1	0.62	0	0	0	0
AT5G26345	0	0	0	0	0	0	0	0
AT5G26350	0	0	0	0	0	0	0	0
AT5G26360	131.24	150.54	99.59	123.81	135.3	120.91	73.68	116.01
AT5G26570	6.95	7.72	6.78	9.92	2.75	7.88	5.56	6.9
AT5G26580	0	0	0	0.17	0	0.23	0	0
AT5G26582	0	0.08	0	0	0	0	0	0
AT5G26590	0	0	0	0	14.52	12.12	0	0
AT5G26594	0	0	0	0	0	0	0	0
AT5G26600	9.53	10.93	7.88	15.07	7.41	8.11	9.47	10.4
AT5G26610	19.79	49.18	10.65	25.7	19.57	51.29	19.93	33.57
AT5G26617	0	0	0	0	0	0	0	0
AT5G26618	0	0	0	0	0	0	0	0
AT5G26620	0	0	0	0	0	0	0	0
AT5G26622	7.55	9.3	13.37	11.68	0.84	4.62	9.21	4.4
AT5G26630	0	0	9.12	7.45	0	0	0.22	0
AT5G26640	0	0	0	0	0	0	0	0
AT5G26642	0	0	0	0	0	0	0	0
AT5G26650	0	0	7.71	3.73	0	0.76	0	0
AT5G26660	0	0	0.72	2.74	0	0	0	0
AT5G26667	102.13	103.59	152.9	161.93	79.16	142.72	113.9	121.98
AT5G26670	0.15	0	3.42	10.28	0.42	3.79	6.25	5.91
AT5G26673	0	0	0	0	0	0	0	0
AT5G26680	75.1	68.18	28.52	59.76	41.85	62.41	31.99	60.48
AT5G26690	0	0	0.99	0	0	0	0	0.35
AT5G26692	26.85	1.29	22.52	15.99	0.64	2.12	0.53	0.94
AT5G26700	63.37	11.77	32.79	28.35	7.92	8.78	4.18	0
AT5G26710	90.94	95.29	90.19	106.38	71.11	78.6	75.42	87.96
AT5G26717	0	0	0.31	0	0	0	0	0
AT5G26720	4.34	11.15	7.14	3.67	8.84	2.63	1.37	3.25
AT5G26730	0	0	0.19	0	0	0	0	0
AT5G26731	37.24	31.27	99.44	77.05	44.43	33.01	41.83	48.88
AT5G26740	58.52	45.7	15.14	18.46	17.44	16.47	10.77	15.4
AT5G26742	26.85	30.06	18.03	35.41	17.83	23.28	15.99	24.77
AT5G26749	10.31	8.3	11.79	15.48	21.58	24.09	31.51	21
AT5G26751	14.89	24.67	15.25	26.16	18.12	18.95	21.62	30.37
AT5G26760	16.48	12.66	7.77	8.09	7.43	14.74	4.31	8.52
AT5G26770	17.49	14.2	4.23	3.29	1.32	5.81	3.68	5.83
AT5G26775	0	0	0	0	0	0	0	0
AT5G26780	23.66	13.91	12.99	28.22	8.38	17.96	18.94	22.43
AT5G26790	0	0	1.8	0.37	0.79	0.29	0.65	0.26
AT5G26800	85.44	43.5	92.71	80.3	108.17	84.18	113.77	101.92
AT5G26805	0	0	0	0	0	0	0	0
AT5G26810	0	0	0.47	0.52	0	0	0.15	0
AT5G26820	6.16	8.13	5.84	8.26	5.72	9.8	8.23	11.1
AT5G26830	49.55	39.82	21.76	26.38	39.32	37.26	23.34	29.84
AT5G26840	0	0	0	0	0	0	0	0
AT5G26850	16.5	17.12	13.2	33.6	25.04	34.79	29.74	39.63
AT5G26860	37.02	32.55	14.99	21.27	26.3	23.01	15.51	17.99
AT5G26865	17.36	2.14	3.9	4.87	2.58	5.91	3.65	9.34
AT5G26880	59.14	49.89	47.06	50.88	84.25	57.28	49.3	56.1
AT5G26890	0	0	0	0	0	0	0	0
AT5G26900	0	0.21	0	0	0	0	0.26	0
AT5G26910	9.26	11.43	5.11	8.44	4.91	8.72	5.75	6.8
AT5G26920	0	0	0	0	0	0	0.08	0
AT5G26930	0	0	0	0	0	0	0	0
AT5G26940	11.9	22.58	30.51	34.97	22.15	26.37	35.5	32.65
AT5G26950	0.26	0	0.21	0.34	0	0	0	0
AT5G26955	0	0	0	0	0	0	0	0
AT5G26960	8.37	14.83	7.07	11.89	9.02	10.05	10.03	14.98
AT5G26970	0	1.01	0.32	2.11	0	2.07	1.55	1.83
AT5G26980	5.63	7.68	1.72	4.5	0.21	3.81	1.75	4.51
AT5G26990	5.32	2.34	3.5	8.37	5.02	8.21	3.51	7.65
AT5G27000	6.21	6.58	2.72	3.79	2	4.67	1.33	2.3
AT5G27010	0.35	0.11	0	0	0	0	0	0
AT5G27020	50.06	49.62	17.6	11.77	9.12	18.13	5.57	17.04
AT5G27030	12.09	15.11	9.62	6.58	5.68	9.03	3.29	5.59
AT5G27035	0	0	0	0	0	0	0	0
AT5G27037	0.49	6.17	0.21	0	0	1.62	0	0.35
AT5G27043	0	0	0	0	0	0	0	0
AT5G27050	0	0	0	0	0	0	0	0
AT5G27060	0.22	1.14	0.38	0.24	0.13	0.2	0.21	0.16
AT5G27065	0	0	0	0	0	0	0	0
AT5G27070	0	0	0	0.17	0	0	0	0
AT5G27080	0	0	0	0	0	0	0	0.15
AT5G27090	0	0	0	0	0	0	0	0
AT5G27093	0	0	0	0	0	0	0	0
AT5G27095	0	0	0	0	0	0	0	0
AT5G27100	0.08	0	0.24	0.2	0	0.23	0.06	0.48
AT5G27110	1.59	1.07	1.71	1.47	1.51	0.55	1.81	0.68
AT5G27120	134.54	99.05	34.03	69.81	82.46	87.44	37.1	67.22
AT5G27130	0	0	0	0	0	0	0	0
AT5G27140	0	0	0	0	0	0.17	0	0
AT5G27150	2.58	5.69	2.24	3.78	2.54	2.26	2.83	2.63
AT5G27160	0	0	0	0	0	0	0	0
AT5G27170	0	0	0	0	0	0	0	0
AT5G27180	0	0	0	0	0	0	0	0
AT5G27190	0.07	0.43	0.16	0.49	0.07	0.71	0.43	0.87
AT5G27200	9.01	6.22	11.88	19.55	16.21	22.35	47.09	39.49
AT5G27210	13.64	16.33	10.27	12.1	9.28	9.6	7.41	8.8
AT5G27220	3.15	1.4	1.35	1.96	0.77	1.04	0.27	1.34
AT5G27230	2.34	1.73	0.78	0.86	0.71	0.86	0.11	0.63
AT5G27238	1.77	0	25.29	20.37	2.96	9.62	1.03	14.96
AT5G27240	2.68	3.78	0.53	2.19	2.27	1.53	1.65	2
AT5G27247	0	0	0	0	0	0	0	0
AT5G27250	0	0	0	0.14	0	0	0.67	0
AT5G27260	0	0	0	0	0	0	0	0
AT5G27270	1.15	0.97	0.62	1.1	0.24	2.65	0.55	1.44
AT5G27280	15.14	5.23	22.39	26.54	1.25	18.69	24.94	18.9
AT5G27290	0	1.91	1.53	6.46	0.17	2.57	4.53	6.31
AT5G27300	1.02	0	0.32	1.15	0	1.36	0.53	0.83
AT5G27310	0	0	0	0	0	0	0	0.93
AT5G27320	0.48	0	0.2	1.75	0	0.75	1.78	0.89
AT5G27330	43.38	36.99	37.64	60.83	47.41	30.21	39.23	44.26
AT5G27340	0	0	0	1.48	0.3	0.67	0.75	0.88
AT5G27345	0	0	0	0	0	0	0	0
AT5G27350	0	0	0.08	0.07	0	0	0	0
AT5G27360	0	0	2.63	0.24	0.48	0	0	0
AT5G27370	0	0	0	0	0	0	0	0
AT5G27380	16.08	20.39	35.43	24.37	13.73	17.84	14.33	20.38
AT5G27390	15.43	12.83	6.54	8.63	12.16	12.19	13	10.31
AT5G27395	78.11	66.3	58.59	88.23	60.66	77.31	65.31	81.3
AT5G27400	32.31	81.59	32.86	52.38	41.78	55.74	37.73	61.47
AT5G27410	2.06	4.54	3.74	4.07	3.77	5.88	0.9	5.9
AT5G27420	0.51	0.16	0.41	0.25	1.56	0.26	0.39	0.35
AT5G27430	25.42	30.68	18.94	24.76	23.59	30.17	36.4	26.62
AT5G27440	3.35	0	0	0	0	0	0	0
AT5G27450	11.21	20.58	5.76	8.13	11.14	6.1	5.92	8.45
AT5G27460	12.39	8.56	4.63	5.61	2.03	10.61	3.01	5.34
AT5G27470	93.45	116.73	81.65	99.39	105.28	97.68	95.45	109.6
AT5G27480	0	0	0	0	0	0	0	0
AT5G27490	13.87	15.17	5.45	9.02	11.9	12.13	4.81	10.54
AT5G27493	0	0	0	0	0	0	0	0
AT5G27495	0	0	0	0	0	0	0	0
AT5G27500	0	0	0	0	0	0	0	0
AT5G27505	0	0	0	0	0	0	0	0
AT5G27510	0	0	0	0	0	0	0	0.69
AT5G27520	12.63	20.56	9.44	16.94	11.78	12.95	3.82	9.89
AT5G27530	0	0	0	0	0	0	0	0
AT5G27540	24.54	23.97	12.65	19.31	19.34	22.48	17.96	17.27
AT5G27550	7.77	8.26	5.43	5.11	9.54	6.27	2.94	3.87
AT5G27560	2.98	2.77	2.63	11.29	8.35	8.64	8.32	11.82
AT5G27570	0	0	0	0	0	0	0	0
AT5G27580	0.86	0	0.93	0	0	0	0	0.26
AT5G27590	0.71	0	0	0	0	0	0	0
AT5G27600	2.71	1.59	1.24	1.55	0.85	0.38	0.07	0.75
AT5G27603	0	0	0	0	0	0	0	0
AT5G27606	0	0	0	0	0	0	0	0
AT5G27607	6.51	12.3	0.33	1.61	3.07	6.34	0.63	3.73
AT5G27610	3.8	4.46	1.29	2.12	1.64	2.81	0.6	1.48
AT5G27620	25.81	20.59	6.8	14.77	12.5	15.34	7.03	18.18
AT5G27630	1.28	0.32	0	0.06	1.01	0.37	0	0.42
AT5G27640	90.13	88.02	70.96	100.29	83.32	80.32	76.66	82.76
AT5G27650	5	7.15	2.14	4.22	4.66	6.73	3.15	3.22
AT5G27660	44.44	41.94	16.05	13.11	28.65	49.09	13.73	29.85
AT5G27670	69.43	23	44.57	89.28	65.33	76.83	93.79	94.64
AT5G27680	6	7.42	2.73	4.05	2.54	4.95	3.17	4.49
AT5G27690	0	0	0.25	0.1	0	0	0	0
AT5G27700	1018.86	982.3	1197.97	898.76	1198.17	880.85	1153.99	823.28
AT5G27705	0	0	0	0	0	0	0	0
AT5G27710	16.2	27.15	8.63	13.53	11.34	12.77	16.81	13.38
AT5G27715	1.95	0	0	0	8.14	0	0	0
AT5G27720	121.61	88.89	68.6	108.01	105.09	107.89	83.7	125.53
AT5G27730	2.24	0.29	2.27	5.91	1.36	9.16	7.39	7.09
AT5G27740	51.47	54.11	26.74	56.42	51.38	48.3	34.65	44.71
AT5G27750	20.93	26.52	6.69	9.41	7.35	11.93	5.44	6.43
AT5G27760	98.39	111.49	107.34	114.24	166.61	177.56	181.43	128.02
AT5G27765	1.86	0	0	0.41	0	0.64	0	0
AT5G27770	965.71	864.82	1537.18	1321.22	1187.69	881.26	1270.03	1160.49
AT5G27771	0	0	0	0	0	0	0.54	2.55
AT5G27780	0	0	0	0	0	0	0	0
AT5G27790	0	0	0	0	0	0	0	0
AT5G27800	0	0	0	0	0	0	0	0
AT5G27807	0	0	0	0	0	0	0	0
AT5G27810	0	0	0.23	0	0	0	0	0
AT5G27820	101.87	122.93	77.96	87.73	115.13	97.93	132.37	98.45
AT5G27830	14.57	5.33	12.79	13.17	6.33	9.49	14.33	10.33
AT5G27840	25.27	37.67	19.52	16.93	6	14.21	11.68	12.68
AT5G27845	0.44	0	0	0	0	0	0	0
AT5G27850	2576.72	2691.14	3231.29	3413.84	3151.1	2902.2	3629.36	3272.3
AT5G27860	123	98.83	64.77	83.36	99.86	126.32	74.11	99.55
AT5G27870	1.48	0.22	2.39	3.62	0	0.36	0	0
AT5G27880	0.47	0	1.32	0.93	0	0	0	0
AT5G27882	0.14	0	0.45	0	0	0	0	0
AT5G27885	0	0	0	0	0	0	0	0
AT5G27889	0	0	0	0	0	0	0	0
AT5G27890	0	0	0	0	0	0	0	0
AT5G27893	0	0	0	0	0	0	0	0
AT5G27895	0	0	0	0	0	0	0	0
AT5G27900	0	0	0	0	0	0	0	0
AT5G27902	0	0	0	0	0	0	0	0
AT5G27905	0	0	0	0	0	0	0	0
AT5G27910	0	0	0	0.58	1.11	1.22	0.23	0
AT5G27920	22.09	7.47	4.78	5.31	1.32	9.75	4.66	3.85
AT5G27925	0	0	0	0	0	0	0	0
AT5G27927	0.88	0	1.65	1.93	0	0.3	1.59	0
AT5G27930	0	0	3.47	3.97	0	0.12	0	0.32
AT5G27940	11.84	3.27	1.4	0.38	0	0.3	0.67	0.53
AT5G27944	0	0	0	0	0	0	0	0
AT5G27945	0	0	0	0	0	0	0	0
AT5G27947	0.25	0.32	0	0.63	0.06	0.13	0.15	0.06
AT5G27950	0.75	1.71	2.72	2.2	1.61	1.91	0.54	1.49
AT5G27960	0	0	1.51	0	0	0	0	0.43
AT5G27965	0	0	0.05	0	0	0	0	0
AT5G27970	5.01	7.32	4.75	5.32	4.12	5.32	4.28	4.29
AT5G27980	5.11	8.05	5.36	4.72	0	0.53	0	0.23
AT5G27990	138.08	140.25	76.6	106.03	135.31	135.17	141.32	149.65
AT5G28000	0	0	2.66	4.34	0	0	0.76	0.6
AT5G28010	0.83	0	0.44	0.18	0	0	0.21	0
AT5G28020	0	1.35	9.65	3.8	0	1.11	0.17	0.2
AT5G28030	1.43	1.66	0.62	0.14	0.52	2.28	0.94	0.3
AT5G28040	5	6.84	4.01	4.8	1.75	3.4	1.15	4.25
AT5G28050	17.81	20.85	40.92	56.47	39.52	31.69	60.45	43.54
